,English,Hindi
5665,tombstones shwetambar borderline,समाधि के पत्थर श्वेताम्बर सीमा
5666,highground karmatians,ऊंची जमीन कर्माटियन
5667,zamindaris presidency processing,जमींदारी प्रेसीडेंसी प्रसंस्करण
5668,facilitate,आसान करना
5669,travellers,यात्री
5670,despicable,नीच
5671,importance,महत्त्व
5672,skepticism,संदेहवाद
5673,worldhuman,विश्वमानव
5674,infraction,अतिक्रमण
5675,improbable childbirth personalty,असंभव प्रसव जंगम संपत्ति
5676,autographs,ऑटोग्राफ
5677,tectacoris,टेक्टाकोरिस
5678,ashwadhama currencies renaisance,अश्वधाम मुद्राओं पुनर्जागरण
5679,dentifrice persecutes foursquare,डेंटल क्रीम तंग सचाई
5680,worshipper,पूजा करनेवाला
5681,jwalamukhi,ज्वालामुखी
5682,antagonise eukaryotes,विरोध करना यूकैर्योसाइटों
5683,classrooms,कक्षाओं
5684,criminally profession,आपराधिक पेशा
5685,evolutions,एवोल्यूशन्स
5686,brahmaachy,ब्रह्मचर्य
5687,toothaches thundering prostrated,दांत दर्द गरजनदार नमस्कार किया
5688,ahoshonoan grudgingly behaviored,अहोशोनोअन अनिच्छा से व्यवहार किया
5689,invincible,अजेय
5690,dnyanakand,ज्ञानकांड
5691,recessions,मंदियों
5692,kamchariyo,कामचरियो
5693,terrrorism devoutness escalating,आतंक धार्मिकता तना हुआ
5694,batukeswar,बटुकेश्वर
5695,tulsidasji terminator chalukyaas,तुलसीदासजी टर्मिनेटर चालुक्य
5696,qualifying,क्वालीफाइंग
5697,ramanayana malthusian overturned,रामनयन माल्थसियन पलट जाना
5698,supportand,समर्थनऔर
5699,expiration,समय सीमा समाप्ति
5700,ornamented mathematic,अलंकृत गणित
5701,impeaching,अभियोग
5702,nicobarese expressway measurably,निकोबारी एक्सप्रेसवे कुछ हद तक
5703,batavanana,बतावनना
5704,explicitly,स्पष्ट रूप से
5705,timberless,लकड़ी रहित
5706,carnations,कारनेशन
5707,liberalize shravasthi possessive,उदार श्रावस्ती मालिकाना
5708,punishment employment tournament,दंड रोज़गार टूर्नामेंट
5709,mastercard peelibheet indianised,मास्टर कार्ड पीलीभीत भारतीयकरण
5710,rrmembered astounding prescience,याद किया गया अद्भुत पूर्वज्ञान
5711,ceremonial,अनुष्ठानिक
5712,questioner,पूछ-ताछ करनेवाला
5713,fractional forcefully,आंशिक जोर जबरदसती
5714,charleston,चार्ल्सटन
5715,resentment prefrontal succumbing,क्रोध प्रीफ्रंटल सामने झुकने
5716,macfarlane australorp surrounded,मैक्फार्लेन आस्ट्रेलोर्प घेर लिया
5717,tiruvannur,तिरुवन्नूर
5718,missionery,मिशनरी
5719,mohamedans,मुसलमान
5720,industrial freemasons apocryphal,औद्योगिक फ्रीमेसंस शंकायुक्त
5721,malthusian,माल्थसियन
5722,sculptural inflicting sacrificed,मूर्तिकला पहुंचाई बलिदान
5723,characters,अक्षर
5724,kishorilal,किशोरीलाल
5725,florescent displaying,प्रतिदीप्त दिखा रहा
5726,subjecting dhnyanyoga,विषय ध्यानयोग
5727,imaginable positional,कल्पनीय अवस्था का
5728,absolution resilience,मुक्ति लचीलापन
5729,subsidiary somashekar,सहायक सोमशेखर
5730,attributed,जिम्मेदार ठहराया
5731,literatute,साहित्यकार
5732,legalistic misaligned depictions,विधि-सम्मत अनमेल चित्रण
5733,nightclubs,नाइट क्लबों
5734,trishyamuk,तृष्यमूक
5735,publically whirlpools homeground,सार्वजनिक रूप से भंवर घरेलू मैदान
5736,misguiding,गुमराह
5737,marylebone,मेरिलबोन
5738,salutation shakespere,अभिवादन शेक्सपीयर
5739,bitterness persecutes deadlocked,अप्रसन्नता तंग गतिरोध
5740,karmayogin ubiquitous interstate,कर्मयोगिन देशव्यापी अंतरराज्यीय
5741,observatio acontainer,अवलोकन कंटेनर
5742,admonishes,पिलाई
5743,milligrams,मिलीग्राम
5744,jubbulpore,जुब्बलपोर
5745,analogical,अलंकारिक
5746,deliveries accumulate,कूिरयर जमा करो
5747,insulating,इंसुलेटिंग
5748,hueuphoric,ह्यूफोरिक
5749,classmates,सहपाठियों
5750,interstate,अंतरराज्यीय
5751,salesclerk,सेल्स क्लर्क
5752,jacqueline,जैकलिन
5753,ambulatory,औषधालय
5754,muttaihida octaploids,मुत्तैहिदा ऑक्टाप्लोइड्स
5755,flowerbugs officially,फूल के कीड़े आधिकारिक तौर पर
5756,unscramble,खोलना
5757,catchments absolutist,जलग्रहण निरंकुश शासन से सहमत
5758,sachharine mahesvaras,सैकरीन महेश्वर
5759,portuguese electicity shrotyagya,पुर्तगाली बिजली श्रोतयज्ञ
5760,ganeshlena,गणेशलेना
5761,cohabiting,सहवास
5762,whatsoever mortarless reassessed,जो भी मोर्टार रहित पुनर्मूल्यांकन
5763,oscillated,दोलन
5764,enlightens accordiing,प्रबुद्ध करता है तदनुसार
5765,cantonment,छावनी
5766,kishorilal referenced,किशोरीलाल संदर्भित
5767,blustering,झुँझलाना
